DatasetId;SiteId;SampleId;OriginalDiatomSampleId;TaxonId;Abun
SWAP;SWAPINVA;SWAP092;INVA1;EU002A;1
SWAP;SWAPINVA;SWAP092;INVA1;EU002B;1
SWAP;SWAPINVA;SWAP092;INVA1;EU002E;1
SWAP;SWAPINVA;SWAP092;INVA1;EU004A;1
SWAP;SWAPINVA;SWAP092;INVA1;EU008A;1
SWAP;SWAPINVA;SWAP092;INVA1;EU021A;2
SWAP;SWAPINVA;SWAP092;INVA1;EU026A;1
SWAP;SWAPINVA;SWAP092;INVA1;EU047A;3
SWAP;SWAPINVA;SWAP092;INVA1;EU049A;1
SWAP;SWAPINVA;SWAP092;INVA1;EU049D;2
SWAP;SWAPINVA;SWAP092;INVA1;FR001A;8
SWAP;SWAPINVA;SWAP092;INVA1;FR002B;1
SWAP;SWAPINVA;SWAP092;INVA1;FR002C;14
SWAP;SWAPINVA;SWAP092;INVA1;FR005D;21
SWAP;SWAPINVA;SWAP092;INVA1;FR006A;1
SWAP;SWAPINVA;SWAP092;INVA1;FR007A;23
SWAP;SWAPINVA;SWAP092;INVA1;FR009A;2
SWAP;SWAPINVA;SWAP092;INVA1;FR018A;10
SWAP;SWAPINVA;SWAP092;INVA1;GO006C;1
SWAP;SWAPINVA;SWAP092;INVA1;GO013A;3
SWAP;SWAPINVA;SWAP092;INVA1;GO025B;4
SWAP;SWAPINVA;SWAP092;INVA1;GY9999;1
SWAP;SWAPINVA;SWAP092;INVA1;NA003A;1
SWAP;SWAPINVA;SWAP092;INVA1;NA003B;2
SWAP;SWAPINVA;SWAP092;INVA1;NA005B;6
SWAP;SWAPINVA;SWAP092;INVA1;NA008A;2
SWAP;SWAPINVA;SWAP092;INVA1;NA013A;2
SWAP;SWAPINVA;SWAP092;INVA1;NA014A;3
SWAP;SWAPINVA;SWAP092;INVA1;NA016A;6
SWAP;SWAPINVA;SWAP092;INVA1;NA027A;2
SWAP;SWAPINVA;SWAP092;INVA1;NA037A;1
SWAP;SWAPINVA;SWAP092;INVA1;NA042A;4
SWAP;SWAPINVA;SWAP092;INVA1;NA068A;2
SWAP;SWAPINVA;SWAP092;INVA1;NA9955;6
SWAP;SWAPINVA;SWAP092;INVA1;NA9990;2
SWAP;SWAPINVA;SWAP092;INVA1;NA9999;5
SWAP;SWAPINVA;SWAP092;INVA1;NE003C;1
SWAP;SWAPINVA;SWAP092;INVA1;NI025A;1
SWAP;SWAPINVA;SWAP092;INVA1;PI008A;1
SWAP;SWAPINVA;SWAP092;INVA1;PI016A;1
SWAP;SWAPINVA;SWAP092;INVA1;PI022A;2
SWAP;SWAPINVA;SWAP092;INVA1;PI023A;3
SWAP;SWAPINVA;SWAP092;INVA1;PI042A;1
SWAP;SWAPINVA;SWAP092;INVA1;PI9999;3
SWAP;SWAPINVA;SWAP092;INVA1;SA005A;1
SWAP;SWAPINVA;SWAP092;INVA1;SA008A;4
SWAP;SWAPINVA;SWAP092;INVA1;SY003A;1
SWAP;SWAPINVA;SWAP092;INVA1;SY013A;2
SWAP;SWAPINVA;SWAP092;INVA1;SY9999;1
SWAP;SWAPINVA;SWAP092;INVA1;TA001A;22
SWAP;SWAPINVA;SWAP092;INVA1;TA002A;1
SWAP;SWAPINVA;SWAP092;INVA1;TA9996;69
SWAP;SWAPIRD;SWAP093;IRD1;AC002A;2
SWAP;SWAPIRD;SWAP093;IRD1;AC013A;23
SWAP;SWAPIRD;SWAP093;IRD1;AC014C;1
SWAP;SWAPIRD;SWAP093;IRD1;AC018A;1
SWAP;SWAPIRD;SWAP093;IRD1;AC022A;35
SWAP;SWAPIRD;SWAP093;IRD1;AC025B;1
SWAP;SWAPIRD;SWAP093;IRD1;AC042A;1
SWAP;SWAPIRD;SWAP093;IRD1;AC046A;3
SWAP;SWAPIRD;SWAP093;IRD1;AC048A;11
SWAP;SWAPIRD;SWAP093;IRD1;AC077A;1
SWAP;SWAPIRD;SWAP093;IRD1;AC9975;2
SWAP;SWAPIRD;SWAP093;IRD1;AC9996;12
SWAP;SWAPIRD;SWAP093;IRD1;AC9999;3
SWAP;SWAPIRD;SWAP093;IRD1;AU004B;4
SWAP;SWAPIRD;SWAP093;IRD1;AU004D;2
SWAP;SWAPIRD;SWAP093;IRD1;AU005D;2
SWAP;SWAPIRD;SWAP093;IRD1;AU010A;8
SWAP;SWAPIRD;SWAP093;IRD1;AU010B;14
SWAP;SWAPIRD;SWAP093;IRD1;AU014A;1
SWAP;SWAPIRD;SWAP093;IRD1;AU9999;6
SWAP;SWAPIRD;SWAP093;IRD1;BR001A;17
SWAP;SWAPIRD;SWAP093;IRD1;BR006A;11
SWAP;SWAPIRD;SWAP093;IRD1;CM004A;5
SWAP;SWAPIRD;SWAP093;IRD1;CM010A;31
SWAP;SWAPIRD;SWAP093;IRD1;CM031A;1
SWAP;SWAPIRD;SWAP093;IRD1;CM048A;3
SWAP;SWAPIRD;SWAP093;IRD1;CY010A;2
SWAP;SWAPIRD;SWAP093;IRD1;CY9991;35
SWAP;SWAPIRD;SWAP093;IRD1;EU002B;4
SWAP;SWAPIRD;SWAP093;IRD1;EU003A;1
SWAP;SWAPIRD;SWAP093;IRD1;EU011A;1
SWAP;SWAPIRD;SWAP093;IRD1;EU015A;1
SWAP;SWAPIRD;SWAP093;IRD1;EU047A;17
SWAP;SWAPIRD;SWAP093;IRD1;EU048A;3
SWAP;SWAPIRD;SWAP093;IRD1;EU056A;2
SWAP;SWAPIRD;SWAP093;IRD1;FR002A;2
SWAP;SWAPIRD;SWAP093;IRD1;FR002C;1
SWAP;SWAPIRD;SWAP093;IRD1;FR005D;125
SWAP;SWAPIRD;SWAP093;IRD1;FU002A;2
SWAP;SWAPIRD;SWAP093;IRD1;FU002B;2
SWAP;SWAPIRD;SWAP093;IRD1;FU002F;4
SWAP;SWAPIRD;SWAP093;IRD1;GO004A;1
SWAP;SWAPIRD;SWAP093;IRD1;NA003B;8
SWAP;SWAPIRD;SWAP093;IRD1;NA005A;1
SWAP;SWAPIRD;SWAP093;IRD1;NA006A;7
SWAP;SWAPIRD;SWAP093;IRD1;NA016A;4
SWAP;SWAPIRD;SWAP093;IRD1;NA032A;3
SWAP;SWAPIRD;SWAP093;IRD1;NA068A;2
SWAP;SWAPIRD;SWAP093;IRD1;NA086A;1
SWAP;SWAPIRD;SWAP093;IRD1;NA133A;2
SWAP;SWAPIRD;SWAP093;IRD1;NA135A;5
SWAP;SWAPIRD;SWAP093;IRD1;NA140A;4
SWAP;SWAPIRD;SWAP093;IRD1;NA149A;5
SWAP;SWAPIRD;SWAP093;IRD1;NA156A;20
SWAP;SWAPIRD;SWAP093;IRD1;NA158A;3
SWAP;SWAPIRD;SWAP093;IRD1;NA160A;3
SWAP;SWAPIRD;SWAP093;IRD1;NA9955;1
SWAP;SWAPIRD;SWAP093;IRD1;NA9962;5
SWAP;SWAPIRD;SWAP093;IRD1;NA9963;12
SWAP;SWAPIRD;SWAP093;IRD1;NA9964;1
SWAP;SWAPIRD;SWAP093;IRD1;NA9999;1
SWAP;SWAPIRD;SWAP093;IRD1;NE004A;2
SWAP;SWAPIRD;SWAP093;IRD1;NI002A;2
SWAP;SWAPIRD;SWAP093;IRD1;NI005A;6
SWAP;SWAPIRD;SWAP093;IRD1;PE002A;7
SWAP;SWAPIRD;SWAP093;IRD1;PI011A;2
SWAP;SWAPIRD;SWAP093;IRD1;PI018A;3
SWAP;SWAPIRD;SWAP093;IRD1;PI022B;1
SWAP;SWAPIRD;SWAP093;IRD1;SA001B;1
SWAP;SWAPIRD;SWAP093;IRD1;SU006A;2
SWAP;SWAPIRD;SWAP093;IRD1;SY9999;1
SWAP;SWAPIRD;SWAP093;IRD1;TA001A;4
SWAP;SWAPIRD;SWAP093;IRD1;TA002A;1
SWAP;SWAPIRD;SWAP093;IRD1;TA9999;1
SWAP;SWAPKIRR;SWAP094;KIRR1;AC014C;2
SWAP;SWAPKIRR;SWAP094;KIRR1;AS003A;3
SWAP;SWAPKIRR;SWAP094;KIRR1;CM010A;90
SWAP;SWAPKIRR;SWAP094;KIRR1;CM9999;1
SWAP;SWAPKIRR;SWAP094;KIRR1;EU002B;3
SWAP;SWAPKIRR;SWAP094;KIRR1;EU009A;5
SWAP;SWAPKIRR;SWAP094;KIRR1;EU026A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;EU032A;3
SWAP;SWAPKIRR;SWAP094;KIRR1;EU040A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;EU047A;64
SWAP;SWAPKIRR;SWAP094;KIRR1;EU9999;2
SWAP;SWAPKIRR;SWAP094;KIRR1;FR002C;3
SWAP;SWAPKIRR;SWAP094;KIRR1;FR005D;6
SWAP;SWAPKIRR;SWAP094;KIRR1;FU002A;7
SWAP;SWAPKIRR;SWAP094;KIRR1;FU002B;21
SWAP;SWAPKIRR;SWAP094;KIRR1;FU002F;70
SWAP;SWAPKIRR;SWAP094;KIRR1;NA006A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;NA016A;5
SWAP;SWAPKIRR;SWAP094;KIRR1;NA048A;114
SWAP;SWAPKIRR;SWAP094;KIRR1;NA158A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;NA9955;2
SWAP;SWAPKIRR;SWAP094;KIRR1;NA9999;4
SWAP;SWAPKIRR;SWAP094;KIRR1;NE003A;10
SWAP;SWAPKIRR;SWAP094;KIRR1;NE003B;11
SWAP;SWAPKIRR;SWAP094;KIRR1;NE9999;5
SWAP;SWAPKIRR;SWAP094;KIRR1;NI9999;4
SWAP;SWAPKIRR;SWAP094;KIRR1;PE002A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;PI015A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;PI018A;6
SWAP;SWAPKIRR;SWAP094;KIRR1;PI023A;11
SWAP;SWAPKIRR;SWAP094;KIRR1;PI9999;1
SWAP;SWAPKIRR;SWAP094;KIRR1;SA001A;1
SWAP;SWAPKIRR;SWAP094;KIRR1;SA006A;4
SWAP;SWAPKIRR;SWAP094;KIRR1;TA001A;1
SWAP;SWAPLAG;SWAP095;LAG1;AC013A;4
SWAP;SWAPLAG;SWAP095;LAG1;AC022A;3
SWAP;SWAPLAG;SWAP095;LAG1;AC029A;1
SWAP;SWAPLAG;SWAP095;LAG1;AC035A;1
SWAP;SWAPLAG;SWAP095;LAG1;AC046A;1
SWAP;SWAPLAG;SWAP095;LAG1;AC9975;5
SWAP;SWAPLAG;SWAP095;LAG1;AC9999;3
SWAP;SWAPLAG;SWAP095;LAG1;AU004C;5
SWAP;SWAPLAG;SWAP095;LAG1;AU010A;2
SWAP;SWAPLAG;SWAP095;LAG1;AU010B;2
SWAP;SWAPLAG;SWAP095;LAG1;BR001A;10
SWAP;SWAPLAG;SWAP095;LAG1;CM010A;5
SWAP;SWAPLAG;SWAP095;LAG1;CM017A;1
SWAP;SWAPLAG;SWAP095;LAG1;CM031A;2
SWAP;SWAPLAG;SWAP095;LAG1;CM048A;1
SWAP;SWAPLAG;SWAP095;LAG1;EU002A;3
SWAP;SWAPLAG;SWAP095;LAG1;EU002B;5
SWAP;SWAPLAG;SWAP095;LAG1;EU002D;1
SWAP;SWAPLAG;SWAP095;LAG1;EU002K;1
SWAP;SWAPLAG;SWAP095;LAG1;EU009A;2
SWAP;SWAPLAG;SWAP095;LAG1;EU011A;1
SWAP;SWAPLAG;SWAP095;LAG1;EU045A;3
SWAP;SWAPLAG;SWAP095;LAG1;EU047A;67
SWAP;SWAPLAG;SWAP095;LAG1;EU051A;3
SWAP;SWAPLAG;SWAP095;LAG1;EU056A;2
SWAP;SWAPLAG;SWAP095;LAG1;FR002C;1
SWAP;SWAPLAG;SWAP095;LAG1;FR005D;6
SWAP;SWAPLAG;SWAP095;LAG1;FU002A;1
SWAP;SWAPLAG;SWAP095;LAG1;FU002B;19
SWAP;SWAPLAG;SWAP095;LAG1;GO006C;1
SWAP;SWAPLAG;SWAP095;LAG1;GO9999;1
SWAP;SWAPLAG;SWAP095;LAG1;NA037A;1
SWAP;SWAPLAG;SWAP095;LAG1;NA115A;1
SWAP;SWAPLAG;SWAP095;LAG1;NA156A;46
SWAP;SWAPLAG;SWAP095;LAG1;NA9963;4
SWAP;SWAPLAG;SWAP095;LAG1;NE9999;2
SWAP;SWAPLAG;SWAP095;LAG1;NI005A;2
SWAP;SWAPLAG;SWAP095;LAG1;NI9999;2
SWAP;SWAPLAG;SWAP095;LAG1;PE002A;1
SWAP;SWAPLAG;SWAP095;LAG1;PI022B;3
SWAP;SWAPLAG;SWAP095;LAG1;SU006A;2
SWAP;SWAPLAG;SWAP095;LAG1;TA001A;19
SWAP;SWAPLAG;SWAP095;LAG1;TA004A;225
SWAP;SWAPLAI;SWAP096;LAI1;AC002A;1
SWAP;SWAPLAI;SWAP096;LAI1;AC013A;7
SWAP;SWAPLAI;SWAP096;LAI1;AC014C;7
SWAP;SWAPLAI;SWAP096;LAI1;AC022A;4
SWAP;SWAPLAI;SWAP096;LAI1;AC035A;1
SWAP;SWAPLAI;SWAP096;LAI1;AC046A;4
SWAP;SWAPLAI;SWAP096;LAI1;AC9999;4
SWAP;SWAPLAI;SWAP096;LAI1;AU004A;2
SWAP;SWAPLAI;SWAP096;LAI1;AU010A;1
SWAP;SWAPLAI;SWAP096;LAI1;AU9988;1
SWAP;SWAPLAI;SWAP096;LAI1;BR001A;46
SWAP;SWAPLAI;SWAP096;LAI1;BR003A;1
SWAP;SWAPLAI;SWAP096;LAI1;BR006A;7
SWAP;SWAPLAI;SWAP096;LAI1;CM010A;5
SWAP;SWAPLAI;SWAP096;LAI1;CM017A;12
SWAP;SWAPLAI;SWAP096;LAI1;CM020A;1
SWAP;SWAPLAI;SWAP096;LAI1;CM048A;10
SWAP;SWAPLAI;SWAP096;LAI1;CM9999;1
SWAP;SWAPLAI;SWAP096;LAI1;EU002B;7
SWAP;SWAPLAI;SWAP096;LAI1;EU002E;1
SWAP;SWAPLAI;SWAP096;LAI1;EU002K;4
SWAP;SWAPLAI;SWAP096;LAI1;EU004A;6
SWAP;SWAPLAI;SWAP096;LAI1;EU007A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU009A;3
SWAP;SWAPLAI;SWAP096;LAI1;EU011A;3
SWAP;SWAPLAI;SWAP096;LAI1;EU014A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU017A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU020A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU021A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU026A;5
SWAP;SWAPLAI;SWAP096;LAI1;EU032A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU039A;1
SWAP;SWAPLAI;SWAP096;LAI1;EU047A;56
SWAP;SWAPLAI;SWAP096;LAI1;EU048A;3
SWAP;SWAPLAI;SWAP096;LAI1;EU051A;4
SWAP;SWAPLAI;SWAP096;LAI1;EU9965;2
SWAP;SWAPLAI;SWAP096;LAI1;EU9999;7
SWAP;SWAPLAI;SWAP096;LAI1;FR005D;16
SWAP;SWAPLAI;SWAP096;LAI1;FR9991;1
SWAP;SWAPLAI;SWAP096;LAI1;FU002A;12
SWAP;SWAPLAI;SWAP096;LAI1;FU002B;50
SWAP;SWAPLAI;SWAP096;LAI1;FU002F;23
SWAP;SWAPLAI;SWAP096;LAI1;GO025B;2
SWAP;SWAPLAI;SWAP096;LAI1;NA003B;1
SWAP;SWAPLAI;SWAP096;LAI1;NA013A;1
SWAP;SWAPLAI;SWAP096;LAI1;NA045A;1
SWAP;SWAPLAI;SWAP096;LAI1;NA099A;1
SWAP;SWAPLAI;SWAP096;LAI1;NA140A;1
SWAP;SWAPLAI;SWAP096;LAI1;NA156A;6
SWAP;SWAPLAI;SWAP096;LAI1;NA158A;2
SWAP;SWAPLAI;SWAP096;LAI1;NA167A;2
SWAP;SWAPLAI;SWAP096;LAI1;NA9963;1
SWAP;SWAPLAI;SWAP096;LAI1;NA9999;3
SWAP;SWAPLAI;SWAP096;LAI1;NE9999;1
SWAP;SWAPLAI;SWAP096;LAI1;NI005A;5
SWAP;SWAPLAI;SWAP096;LAI1;NI025A;1
SWAP;SWAPLAI;SWAP096;LAI1;NI9999;5
SWAP;SWAPLAI;SWAP096;LAI1;PE002A;26
SWAP;SWAPLAI;SWAP096;LAI1;PI011A;1
SWAP;SWAPLAI;SWAP096;LAI1;PI018A;1
SWAP;SWAPLAI;SWAP096;LAI1;PI9999;8
SWAP;SWAPLAI;SWAP096;LAI1;SA001A;1
SWAP;SWAPLAI;SWAP096;LAI1;SA003A;1
SWAP;SWAPLAI;SWAP096;LAI1;SA006A;1
SWAP;SWAPLAI;SWAP096;LAI1;SA9999;2
SWAP;SWAPLAI;SWAP096;LAI1;TA001A;108
SWAP;SWAPLAI;SWAP096;LAI1;TA002A;1
SWAP;SWAPLAI;SWAP096;LAI1;TA004A;7
SWAP;SWAPLAI;SWAP096;LAI1;TA9999;9
SWAP;SWAPLAR;SWAP097;LAR1;AC014B;1
SWAP;SWAPLAR;SWAP097;LAR1;AC014C;8
SWAP;SWAPLAR;SWAP097;LAR1;AC022A;1
SWAP;SWAPLAR;SWAP097;LAR1;AC025A;1
SWAP;SWAPLAR;SWAP097;LAR1;AC046A;2
SWAP;SWAPLAR;SWAP097;LAR1;AC9968;1
SWAP;SWAPLAR;SWAP097;LAR1;AC9975;3
SWAP;SWAPLAR;SWAP097;LAR1;AC9997;1
SWAP;SWAPLAR;SWAP097;LAR1;AC9999;2
SWAP;SWAPLAR;SWAP097;LAR1;AU010B;1
SWAP;SWAPLAR;SWAP097;LAR1;BR001A;32
SWAP;SWAPLAR;SWAP097;LAR1;BR006A;10
SWAP;SWAPLAR;SWAP097;LAR1;CM010A;60
SWAP;SWAPLAR;SWAP097;LAR1;CM9995;4
SWAP;SWAPLAR;SWAP097;LAR1;EU002B;5
SWAP;SWAPLAR;SWAP097;LAR1;EU004A;1
SWAP;SWAPLAR;SWAP097;LAR1;EU011A;19
SWAP;SWAPLAR;SWAP097;LAR1;EU027A;1
SWAP;SWAPLAR;SWAP097;LAR1;EU032A;2
SWAP;SWAPLAR;SWAP097;LAR1;EU040A;4
SWAP;SWAPLAR;SWAP097;LAR1;EU047A;109
SWAP;SWAPLAR;SWAP097;LAR1;EU048A;9
SWAP;SWAPLAR;SWAP097;LAR1;EU049A;14
SWAP;SWAPLAR;SWAP097;LAR1;EU051A;1
SWAP;SWAPLAR;SWAP097;LAR1;EU056A;12
SWAP;SWAPLAR;SWAP097;LAR1;EU9965;2
SWAP;SWAPLAR;SWAP097;LAR1;EU9999;1
SWAP;SWAPLAR;SWAP097;LAR1;FR005D;7
SWAP;SWAPLAR;SWAP097;LAR1;FU002B;19
SWAP;SWAPLAR;SWAP097;LAR1;FU002F;31
SWAP;SWAPLAR;SWAP097;LAR1;NA006A;6
SWAP;SWAPLAR;SWAP097;LAR1;NA039A;1
SWAP;SWAPLAR;SWAP097;LAR1;NA048A;1
SWAP;SWAPLAR;SWAP097;LAR1;NA115A;9
SWAP;SWAPLAR;SWAP097;LAR1;NA133A;6
SWAP;SWAPLAR;SWAP097;LAR1;NA149A;1
SWAP;SWAPLAR;SWAP097;LAR1;NA9905;13
SWAP;SWAPLAR;SWAP097;LAR1;NA9963;3
SWAP;SWAPLAR;SWAP097;LAR1;NA9999;6
SWAP;SWAPLAR;SWAP097;LAR1;NE003A;4
SWAP;SWAPLAR;SWAP097;LAR1;NI005A;2
SWAP;SWAPLAR;SWAP097;LAR1;NI025A;1
SWAP;SWAPLAR;SWAP097;LAR1;NI9999;2
SWAP;SWAPLAR;SWAP097;LAR1;PE002A;1
SWAP;SWAPLAR;SWAP097;LAR1;PI007A;2
SWAP;SWAPLAR;SWAP097;LAR1;PI011A;1
SWAP;SWAPLAR;SWAP097;LAR1;PI015A;1
SWAP;SWAPLAR;SWAP097;LAR1;PI023A;15
SWAP;SWAPLAR;SWAP097;LAR1;PI9999;4
SWAP;SWAPLAR;SWAP097;LAR1;TA001A;33
SWAP;SWAPLAR;SWAP097;LAR1;TA003A;11
SWAP;SWAPLAR;SWAP097;LAR1;TA9996;5
SWAP;SWAPLAR;SWAP097;LAR1;TA9999;1
SWAP;SWAPLCSL;SWAP098;LCSL1;AC013A;7
SWAP;SWAPLCSL;SWAP098;LCSL1;AC014C;8
SWAP;SWAPLCSL;SWAP098;LCSL1;AC022A;3
SWAP;SWAPLCSL;SWAP098;LCSL1;AC048A;3
SWAP;SWAPLCSL;SWAP098;LCSL1;AC9968;72
SWAP;SWAPLCSL;SWAP098;LCSL1;AC9975;7
SWAP;SWAPLCSL;SWAP098;LCSL1;AU004A;2
SWAP;SWAPLCSL;SWAP098;LCSL1;AU004B;4
SWAP;SWAPLCSL;SWAP098;LCSL1;AU004D;3
SWAP;SWAPLCSL;SWAP098;LCSL1;AU005E;44
SWAP;SWAPLCSL;SWAP098;LCSL1;AU010B;5
SWAP;SWAPLCSL;SWAP098;LCSL1;AU9988;2
SWAP;SWAPLCSL;SWAP098;LCSL1;BR001A;8
SWAP;SWAPLCSL;SWAP098;LCSL1;BR003A;2
SWAP;SWAPLCSL;SWAP098;LCSL1;BR006A;18
SWAP;SWAPLCSL;SWAP098;LCSL1;CM010A;12
SWAP;SWAPLCSL;SWAP098;LCSL1;CM014A;44
SWAP;SWAPLCSL;SWAP098;LCSL1;CM017A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;CM9999;1
SWAP;SWAPLCSL;SWAP098;LCSL1;CY004A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;CY9991;3
SWAP;SWAPLCSL;SWAP098;LCSL1;EU002E;1
SWAP;SWAPLCSL;SWAP098;LCSL1;EU002K;8
SWAP;SWAPLCSL;SWAP098;LCSL1;EU008A;2
SWAP;SWAPLCSL;SWAP098;LCSL1;EU009A;3
SWAP;SWAPLCSL;SWAP098;LCSL1;EU011A;2
SWAP;SWAPLCSL;SWAP098;LCSL1;EU015A;22
SWAP;SWAPLCSL;SWAP098;LCSL1;EU027A;3
SWAP;SWAPLCSL;SWAP098;LCSL1;EU040A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;EU047A;10
SWAP;SWAPLCSL;SWAP098;LCSL1;EU048A;4
SWAP;SWAPLCSL;SWAP098;LCSL1;EU057A;8
SWAP;SWAPLCSL;SWAP098;LCSL1;EU9961;1
SWAP;SWAPLCSL;SWAP098;LCSL1;FR005D;11
SWAP;SWAPLCSL;SWAP098;LCSL1;FU002A;7
SWAP;SWAPLCSL;SWAP098;LCSL1;FU002B;9
SWAP;SWAPLCSL;SWAP098;LCSL1;FU002F;3
SWAP;SWAPLCSL;SWAP098;LCSL1;GO004A;4
SWAP;SWAPLCSL;SWAP098;LCSL1;NA006A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;NA006B;1
SWAP;SWAPLCSL;SWAP098;LCSL1;NA032A;3
SWAP;SWAPLCSL;SWAP098;LCSL1;NA037A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;NA068A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;NA099A;12
SWAP;SWAPLCSL;SWAP098;LCSL1;NA135A;63
SWAP;SWAPLCSL;SWAP098;LCSL1;NA140A;34
SWAP;SWAPLCSL;SWAP098;LCSL1;NA156A;12
SWAP;SWAPLCSL;SWAP098;LCSL1;NA9999;1
SWAP;SWAPLCSL;SWAP098;LCSL1;NE9999;4
SWAP;SWAPLCSL;SWAP098;LCSL1;NI005A;1
SWAP;SWAPLCSL;SWAP098;LCSL1;PE002A;5
SWAP;SWAPLCSL;SWAP098;LCSL1;PI011A;8
SWAP;SWAPLCSL;SWAP098;LCSL1;PI018A;6
SWAP;SWAPLCSL;SWAP098;LCSL1;PI022B;3
SWAP;SWAPLCSL;SWAP098;LCSL1;PI030A;2
SWAP;SWAPLCSL;SWAP098;LCSL1;PI9999;1
SWAP;SWAPLCSL;SWAP098;LCSL1;SU004A;9
SWAP;SWAPLCSL;SWAP098;LCSL1;SU006A;2
SWAP;SWAPLCSU;SWAP099;LCSU1;AC013A;4
SWAP;SWAPLCSU;SWAP099;LCSU1;AC014B;1
SWAP;SWAPLCSU;SWAP099;LCSU1;AC014C;3
SWAP;SWAPLCSU;SWAP099;LCSU1;AC022A;2
SWAP;SWAPLCSU;SWAP099;LCSU1;AC046A;5
SWAP;SWAPLCSU;SWAP099;LCSU1;AC048A;5
SWAP;SWAPLCSU;SWAP099;LCSU1;AC9968;170
SWAP;SWAPLCSU;SWAP099;LCSU1;AC9975;6
SWAP;SWAPLCSU;SWAP099;LCSU1;AC9999;1
SWAP;SWAPLCSU;SWAP099;LCSU1;BR001A;5
SWAP;SWAPLCSU;SWAP099;LCSU1;BR003A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;BR006A;5
SWAP;SWAPLCSU;SWAP099;LCSU1;CM010A;7
SWAP;SWAPLCSU;SWAP099;LCSU1;CM014A;33
SWAP;SWAPLCSU;SWAP099;LCSU1;CM017A;2
SWAP;SWAPLCSU;SWAP099;LCSU1;CM048A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;CY9991;2
SWAP;SWAPLCSU;SWAP099;LCSU1;EU002A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;EU009A;3
SWAP;SWAPLCSU;SWAP099;LCSU1;EU013A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;EU015A;20
SWAP;SWAPLCSU;SWAP099;LCSU1;EU040A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;EU057A;3
SWAP;SWAPLCSU;SWAP099;LCSU1;EU9961;4
SWAP;SWAPLCSU;SWAP099;LCSU1;EU9999;1
SWAP;SWAPLCSU;SWAP099;LCSU1;FR005D;2
SWAP;SWAPLCSU;SWAP099;LCSU1;FU002B;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA006B;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA032A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA033A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA037A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA046A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NA135A;160
SWAP;SWAPLCSU;SWAP099;LCSU1;NA140A;5
SWAP;SWAPLCSU;SWAP099;LCSU1;NA167A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;NE004A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;PE002A;11
SWAP;SWAPLCSU;SWAP099;LCSU1;PI011A;12
SWAP;SWAPLCSU;SWAP099;LCSU1;PI022B;1
SWAP;SWAPLCSU;SWAP099;LCSU1;PI9999;1
SWAP;SWAPLCSU;SWAP099;LCSU1;SU004A;2
SWAP;SWAPLCSU;SWAP099;LCSU1;SU006A;1
SWAP;SWAPLCSU;SWAP099;LCSU1;TA001A;3
SWAP;SWAPLDE;SWAP100;LDE1;AC013A;29
SWAP;SWAPLDE;SWAP100;LDE1;AC014A;1
SWAP;SWAPLDE;SWAP100;LDE1;AC014B;2
SWAP;SWAPLDE;SWAP100;LDE1;AC014C;5
SWAP;SWAPLDE;SWAP100;LDE1;AC022A;20
SWAP;SWAPLDE;SWAP100;LDE1;AC042A;4
SWAP;SWAPLDE;SWAP100;LDE1;AC045A;1
SWAP;SWAPLDE;SWAP100;LDE1;AC046A;8
SWAP;SWAPLDE;SWAP100;LDE1;AC048A;13
SWAP;SWAPLDE;SWAP100;LDE1;AC077A;2
SWAP;SWAPLDE;SWAP100;LDE1;AC9968;11
SWAP;SWAPLDE;SWAP100;LDE1;AC9996;1
SWAP;SWAPLDE;SWAP100;LDE1;AC9999;2
SWAP;SWAPLDE;SWAP100;LDE1;AU9988;1
SWAP;SWAPLDE;SWAP100;LDE1;BR001A;103
